,0
1672,"[array([-4.1781512e+02,  9.1153564e+01,  1.0677462e+01,  7.9290385e+00,
       -2.1965049e-01,  8.5991688e+00, -1.7041910e+01,  9.3936939e+00,
       -1.8914110e+01,  6.1857815e+00, -1.3951003e+01,  4.4634666e+00,
       -7.7840633e+00,  5.6162839e+00, -4.8743038e+00,  3.9529405e+00,
       -1.0410616e+01,  4.9302173e+00, -6.4059055e-01, -4.5130000e+00,
        3.8486496e-01, -7.3977727e-01, -7.2060266e+00,  2.1858526e-02,
       -6.2376738e+00,  2.9037887e-01, -3.1944680e+00,  1.4791579e+00,
       -7.6289546e-01,  2.7388346e-01,  3.0914004e+00,  2.9640579e+00,
        3.0900221e+00,  3.5423508e+00,  6.1880765e+00,  1.0064631e+01,
        1.4039607e+01,  1.1668870e+01,  1.3448008e+01,  8.1408024e+00],
      dtype=float32), 7, 'disgust']"
1673,"[array([-4.6742236e+02,  5.3410072e+01,  3.4256555e-02,  2.6500218e+00,
       -9.3182030e+00,  6.6334062e+00, -9.8467846e+00,  4.6155081e+00,
       -2.3521509e+01,  4.0246577e+00, -1.5224439e+01, -2.3845229e+00,
       -5.4062071e+00,  2.3523567e+00, -1.1852236e+00,  4.4311662e+00,
       -9.2229061e+00,  8.3940907e+00,  4.0258867e-01,  6.3830023e+00,
        1.3640661e+01,  2.4980160e+01,  2.3489323e+01,  2.7908575e+01,
        1.3301138e+01,  4.7160778e+00, -2.8911223e+00, -1.1978002e+00,
        4.0278311e+00,  3.2020202e+00, -2.3313665e-01, -3.7620823e+00,
       -5.0819550e+00,  8.6668998e-01,  7.2389998e+00, -2.9083228e-01,
       -4.3994761e+00, -2.5273085e-01,  1.4274457e+00,  3.1588498e-01],
      dtype=float32), 6, 'fearful']"
1674,"[array([-456.0574   ,   80.21266  ,   11.070871 ,    4.7167754,
        -10.772391 ,    7.263953 ,  -15.531494 ,    6.4008737,
        -17.382923 ,    4.309736 ,  -12.347287 ,   -6.5237055,
         -3.1894102,    3.626458 ,   -2.462727 ,    5.069947 ,
         -3.9867806,   14.961321 ,   -2.65329  ,   -2.2687452,
          2.3710208,    2.6491199,    3.8122394,    5.7444515,
          1.4933401,    6.384803 ,    2.151702 ,    6.6658864,
          0.4811268,    3.8893807,    4.3229804,    3.1347232,
          3.5730553,    2.2158086,    2.4324515,    3.599075 ,
          2.0625448,    3.1230981,    1.9409394,    5.2557626],
      dtype=float32), 3, 'happy']"
1675,"[array([-5.17169312e+02,  8.20309601e+01,  1.04860344e+01,  1.61107616e+01,
        3.22060490e+00,  1.37715530e+01, -1.00754690e+01,  4.51346397e+00,
       -2.06738758e+01,  4.37620115e+00, -1.17518883e+01,  7.20553207e+00,
       -6.75148296e+00,  6.18686342e+00,  3.16559029e+00,  5.28971958e+00,
       -3.73988366e+00,  8.76884079e+00, -2.95999408e+00, -2.10055208e+00,
        2.51351619e+00,  8.63116264e-01, -2.85728025e+00,  3.01707411e+00,
       -9.26578331e+00, -2.60534668e+00, -3.26912212e+00, -2.12984756e-01,
       -1.27520001e+00, -2.14074224e-01, -4.24909973e+00, -2.39296579e+00,
       -4.59689188e+00,  2.37263227e+00,  1.50640965e+01,  2.21509075e+01,
        3.27217369e+01,  3.05855160e+01,  2.30287285e+01,  1.19996805e+01],
      dtype=float32), 2, 'calm']"
1676,"[array([-4.0269284e+02,  8.1710075e+01,  1.7975631e+00, -1.4607219e+00,
       -3.5883970e+00,  5.1145506e+00, -1.5718615e+01,  8.3280630e+00,
       -2.3435467e+01,  5.5998926e+00, -2.0243542e+01, -2.3623354e+00,
       -6.6616178e+00,  1.9957862e+00, -4.9460931e+00,  2.4245090e+00,
       -7.2642136e+00,  1.1021654e+01, -8.4706795e-01, -2.2672853e+00,
        7.1475899e-01, -6.9699889e-01, -1.6009792e+00,  2.2199450e+00,
       -1.5234801e+00,  3.7786515e+00, -8.2075067e-02,  4.5454926e+00,
        8.5742760e-01,  1.8823285e+00,  1.8038738e+00,  4.5816547e-01,
        2.8591545e+00,  6.1246538e+00,  1.2386709e+01,  1.4337627e+01,
        1.4529559e+01,  9.7965097e+00,  7.7883244e+00,  3.2176874e+00],
      dtype=float32), 8, 'surprise']"
1677,"[array([-5.2807056e+02,  8.8135201e+01,  1.7594725e+01,  1.9874067e+01,
        6.7641912e+00,  1.3614002e+01, -1.7604042e+01, -8.9262609e+00,
       -1.8808052e+01,  1.0312569e+01, -1.4710870e+01,  5.3415012e+00,
       -5.2840457e+00,  8.4385109e+00, -3.6073630e+00, -3.0132716e+00,
       -4.4167418e+00,  1.2746582e+00,  4.5646725e+00, -5.7506237e+00,
        6.7386279e+00, -2.1067080e+00, -4.8611994e+00, -9.4593263e-01,
       -5.8242121e+00, -4.3177718e-01, -3.2271252e+00,  4.3583188e-02,
        3.3677363e+00,  4.7755775e+00,  3.9228883e+00,  1.1562126e+01,
        4.9024286e+00,  8.8933057e-01,  9.0887346e+00,  8.7382259e+00,
        1.3738509e+01,  1.6541750e+01,  1.4534370e+01,  1.1021747e+01],
      dtype=float32), 4, 'sad']"
1678,"[array([-3.90272095e+02,  6.17679672e+01, -1.38166428e+01, -8.23835671e-01,
       -1.95530777e+01,  1.30092325e+01, -2.32083244e+01, -8.28739548e+00,
       -1.86771202e+01, -4.56971836e+00, -1.70935428e+00,  6.48970270e+00,
       -1.44169226e-01,  4.98193145e-01,  2.09187746e+00,  1.66449678e+00,
       -7.30968571e+00, -2.61812568e+00, -3.08904767e+00, -9.67317390e+00,
       -5.15522194e+00, -3.01986670e+00, -4.99799871e+00,  1.32718010e+01,
        1.42733736e+01,  2.26819878e+01,  1.94925022e+01,  1.92194519e+01,
        1.15261612e+01,  7.37684774e+00,  7.02278042e+00,  2.56054354e+00,
        9.87939072e+00,  1.08606768e+00,  4.92260838e+00,  2.26133442e+00,
        6.54387140e+00,  6.60681677e+00,  1.48057258e+00, -3.00057560e-01],
      dtype=float32), 5, 'angry']"
1679,"[array([-4.8214645e+02,  9.2351158e+01,  1.4984333e+01,  4.2170753e+00,
       -1.7131835e+00,  8.3887434e+00, -9.5593290e+00,  9.4627676e+00,
       -1.8937527e+01,  4.0726500e+00, -1.3463234e+01,  5.5546012e+00,
       -4.8208528e+00,  2.8291595e+00, -3.5008476e+00,  3.9229045e+00,
       -7.6449828e+00,  3.1166320e+00,  4.5787105e-01, -1.0605164e+00,
        5.3487009e-01, -2.2462425e+00, -6.7065563e+00, -1.3074304e+00,
       -1.4962891e+00,  1.9051303e+00,  4.7437492e-01,  5.0336800e+00,
       -2.1027932e-01,  2.9530699e+00,  1.7994424e+00,  2.1247525e+00,
        3.9924524e+00,  6.8993263e+00,  8.8357582e+00,  9.5816822e+00,
        1.0379265e+01,  9.1942434e+00,  7.0550489e+00,  3.6559167e+00],
      dtype=float32), 7, 'disgust']"
1680,"[array([-4.05434692e+02,  6.83776245e+01,  1.43447816e-01, -7.04582882e+00,
       -1.31478777e+01,  9.47075653e+00, -1.74194355e+01,  3.50025988e+00,
       -2.14848366e+01, -1.27968597e+00, -2.12913933e+01,  3.16404104e+00,
       -9.35053444e+00,  5.53620720e+00, -8.42805099e+00, -9.43020761e-01,
       -9.46972466e+00, -1.07529074e-01,  6.36462986e-01, -3.28358114e-01,
        1.57072468e+01,  3.44695663e+01,  3.04679565e+01,  3.09802971e+01,
        1.50045261e+01,  4.38872099e+00, -3.59824824e+00,  5.21363878e+00,
        6.04638195e+00,  6.33505249e+00, -2.65030193e+00, -7.25389385e+00,
       -6.21179044e-01, -3.32157016e-01,  2.80433106e+00, -5.52668953e+00,
       -6.97276020e+00, -6.43677831e-01, -1.66181445e+00, -1.11941302e+00],
      dtype=float32), 6, 'fearful']"
1681,"[array([-4.4488739e+02,  8.4424881e+01,  1.3545967e+01, -6.5216956e+00,
       -1.3326960e+01,  1.0955265e+01, -1.5502336e+01,  5.8594456e+00,
       -1.8843889e+01,  4.5632213e-01, -1.3220497e+01, -4.0361671e+00,
       -5.8663735e+00,  1.3315325e+00, -1.7030640e+00,  6.7836809e+00,
       -2.1929634e+00,  1.3701547e+01, -6.6971165e-01, -1.2505919e-01,
        3.1901329e+00, -1.5897487e-01,  8.1081897e-01,  2.0323179e+00,
       -2.9904184e+00,  3.7577512e+00,  2.8915567e+00,  7.4761930e+00,
        4.9958520e+00,  8.9315405e+00,  4.6021614e+00,  3.6346018e+00,
        4.3363194e+00,  2.5981526e+00,  2.7444477e+00,  4.1011968e+00,
        2.0169578e+00,  3.1683848e+00,  5.3350930e+00,  1.0820683e+01],
      dtype=float32), 3, 'happy']"
1682,"[array([-5.47032898e+02,  8.82667847e+01,  1.78594990e+01,  1.61006641e+01,
        3.13913226e-01,  1.45119505e+01, -5.49656391e+00, -1.53298581e+00,
       -1.93720226e+01,  4.19418812e+00, -1.07476501e+01,  7.83065844e+00,
       -5.89579058e+00,  5.36197186e+00,  7.59419394e+00,  8.36436629e-01,
       -6.53603172e+00,  8.76368618e+00, -1.40413630e+00,  4.36905026e-01,
        1.62198818e+00,  2.48383379e+00, -3.99633503e+00,  2.30651900e-01,
       -5.73373270e+00, -5.92421710e-01, -7.45056438e+00,  8.61524642e-01,
        9.60897982e-01, -2.02437997e+00, -6.33034182e+00, -3.28347397e+00,
       -6.67524004e+00, -4.27739763e+00,  4.37435722e+00,  1.03645916e+01,
        2.80641251e+01,  3.33564301e+01,  3.22896690e+01,  2.44521408e+01],
      dtype=float32), 2, 'calm']"
1683,"[array([-430.49536   ,   92.50814   ,    7.3778114 ,   -2.1228383 ,
        -11.308013  ,    9.316683  ,  -14.116717  ,    8.478479  ,
        -19.65647   ,    2.8037162 ,  -14.666156  ,   -0.8502215 ,
         -8.472771  ,    4.2851806 ,   -5.950638  ,    2.5064297 ,
         -4.9189525 ,   11.321256  ,    4.365575  ,   -0.74670094,
          1.9737166 ,    3.8847926 ,   -2.4966242 ,    3.0258548 ,
         -2.0358543 ,    1.9655404 ,   -3.2902737 ,    4.1733303 ,
         -1.466597  ,    2.361768  ,    0.4610726 ,   -1.1788086 ,
          2.6185067 ,    2.147803  ,    8.382985  ,   11.215284  ,
         12.406399  ,   13.57158   ,   12.680131  ,    8.102319  ],
      dtype=float32), 8, 'surprise']"
1684,"[array([-533.8619    ,   94.43974   ,   25.212791  ,   19.176432  ,
          8.834449  ,   19.439919  ,  -14.818091  ,   -1.6248041 ,
        -20.857796  ,    7.8338165 ,  -16.338106  ,    8.53354   ,
         -5.2915626 ,    8.505247  ,   -0.72610384,   -3.5553684 ,
          1.659752  ,    1.6560323 ,    3.4735134 ,   -7.32656   ,
          3.2962961 ,    1.85112   ,   -6.940199  ,    1.415122  ,
         -6.064993  ,    0.8827632 ,   -2.8734133 ,    0.5756452 ,
         -2.2141333 ,    1.0386477 ,   -1.5369184 ,    9.347829  ,
          7.000172  ,   10.656762  ,   12.897317  ,    7.840297  ,
          8.334426  ,    7.229504  ,   12.755959  ,   11.076531  ],
      dtype=float32), 4, 'sad']"
1685,"[array([-4.0793240e+02,  6.2050518e+01, -2.5039389e+00,  2.0131025e+00,
       -2.7398863e+01,  4.6280885e+00, -2.2440825e+01, -4.0543413e+00,
       -1.6276220e+01, -2.0076334e+00, -2.7816029e+00,  1.7049602e+00,
       -1.0653837e-01,  2.9772069e+00,  1.9386418e+00,  1.6036714e+00,
       -5.7890902e+00, -1.7126921e+00, -5.4948578e+00, -1.2119587e+01,
       -3.5988662e+00, -1.8603909e+00, -5.1199255e+00,  1.5688301e+01,
        1.7197838e+01,  2.7234106e+01,  2.4251682e+01,  2.2416330e+01,
        9.5874786e+00,  2.8210325e+00,  3.1572194e+00,  4.8279729e+00,
        9.1798439e+00,  3.0399115e+00,  6.4859991e+00,  7.7586120e-01,
        6.3930264e+00,  8.8165236e+00,  2.0750263e+00,  2.1175170e-02],
      dtype=float32), 5, 'angry']"
1686,"[array([-4.9659662e+02,  9.1718071e+01,  2.6317881e+01,  8.4540377e+00,
       -8.8826323e+00,  8.5726519e+00, -9.4666529e+00,  1.0640910e+01,
       -1.8125660e+01,  4.1601653e+00, -1.1135999e+01,  1.0144846e+00,
       -2.2036843e+00,  5.0087729e+00, -1.5965056e+00,  3.4151893e+00,
       -3.2053704e+00,  1.2893625e+00, -2.5812581e+00, -3.6187193e+00,
        2.2127225e+00, -1.6028160e+00, -4.7697706e+00,  1.7291520e+00,
       -2.6630862e+00,  2.7186818e+00, -7.6061994e-02,  4.9228168e+00,
        1.5276459e+00,  6.9934649e+00,  7.7395468e+00,  7.8320680e+00,
        7.3363066e+00,  7.1358366e+00,  7.2498116e+00,  7.3273482e+00,
        1.0395990e+01,  6.8078446e+00,  7.6857257e+00,  3.0772057e+00],
      dtype=float32), 7, 'disgust']"
1687,"[array([-4.06109314e+02,  6.02098083e+01,  9.19415092e+00, -2.94621158e+00,
       -2.33469582e+01,  2.03697276e+00, -1.26973944e+01,  9.48082638e+00,
       -1.88634224e+01,  2.41425252e+00, -1.76833763e+01, -5.12792826e+00,
       -7.92140126e-01,  2.45138931e+00, -3.32650495e+00, -1.29536474e+00,
       -9.85947800e+00,  8.03481388e+00,  2.91962528e+00,  1.15662155e+01,
        2.75253620e+01,  3.48379860e+01,  2.29578896e+01,  2.02236042e+01,
       -5.17978907e-01,  1.80720496e+00, -6.49014890e-01,  6.28401995e+00,
        3.02022147e+00,  1.09424496e+00, -4.72911406e+00, -5.18100023e+00,
        4.12076712e+00, -2.31606984e+00, -1.24327111e+00, -2.96889615e+00,
       -1.08915520e+00, -1.22886276e+00,  1.11386165e-01,  4.13222456e+00],
      dtype=float32), 6, 'fearful']"
1688,"[array([-4.5595166e+02,  9.2025040e+01,  2.1280884e+01, -2.5192933e+00,
       -1.9029558e+01,  7.3368521e+00, -1.5131325e+01,  9.7148361e+00,
       -1.8909357e+01, -1.0054044e+00, -1.3600761e+01, -9.2659931e+00,
       -4.7918630e+00,  1.5372020e+00, -2.2429986e+00,  5.6748037e+00,
       -1.5928628e+00,  8.7049055e+00, -2.2004478e+00, -1.9679357e+00,
        2.8323569e+00, -1.8244267e-01, -2.2670078e+00,  2.5944340e+00,
       -5.2789497e+00,  6.5174408e+00,  5.0742493e+00,  5.4821100e+00,
        3.6471217e+00,  6.5653086e+00,  2.8166800e+00,  2.2417147e+00,
        4.5793028e+00,  1.2760861e+00,  4.1108565e+00,  5.0229249e+00,
        6.0151224e+00,  6.1202531e+00,  8.7085810e+00,  1.0741527e+01],
      dtype=float32), 3, 'happy']"
1689,"[array([-5.54282898e+02,  9.16585922e+01,  2.29616871e+01,  1.51787615e+01,
       -3.88119316e+00,  1.03371439e+01, -5.68412542e+00,  1.17007601e+00,
       -1.60603313e+01,  8.07977390e+00, -1.00961218e+01,  5.76857662e+00,
       -6.68788624e+00,  7.33656740e+00,  7.81155539e+00,  1.39707255e+00,
       -3.40238237e+00,  8.95039272e+00, -3.27926373e+00, -3.51782584e+00,
        1.36862576e+00,  2.10057545e+00, -3.73146367e+00,  3.07609248e+00,
       -4.65923882e+00, -1.70501852e+00, -5.98357153e+00, -4.27403241e-01,
       -5.75344265e-01, -1.27290845e+00, -3.89571166e+00, -3.36230874e+00,
       -5.45943975e+00, -4.48285055e+00,  5.70932722e+00,  8.63517952e+00,
        2.35217628e+01,  2.85114136e+01,  3.11306248e+01,  2.79499416e+01],
      dtype=float32), 2, 'calm']"
1690,"[array([-4.4113116e+02,  9.6428146e+01,  1.6051929e+01, -2.6701851e+00,
       -1.9536940e+01,  6.0858111e+00, -1.3982018e+01,  8.1657362e+00,
       -2.2305952e+01,  5.4487705e+00, -1.6222857e+01, -5.5962377e+00,
       -3.8815339e+00, -2.4412114e-02, -6.4713554e+00,  5.4037881e+00,
       -3.8432217e+00,  1.2751858e+01,  3.8217369e-01,  6.2077880e-01,
        4.2476811e+00, -7.3448151e-01, -2.1893957e+00,  2.8203642e+00,
       -6.8123336e+00,  2.9262416e+00, -4.3637076e-01,  9.2895859e-01,
        4.1537595e-01,  3.8541963e+00,  2.8648996e-01,  2.4580805e+00,
        7.1124921e+00,  4.2510586e+00,  1.1168547e+01,  1.2451707e+01,
        1.3160792e+01,  1.3543598e+01,  1.1648840e+01,  9.0726032e+00],
      dtype=float32), 8, 'surprise']"
1691,"[array([-5.2841693e+02,  9.7219635e+01,  3.1273045e+01,  1.9785357e+01,
        4.4255490e+00,  1.2332445e+01, -1.9610128e+01, -3.2662671e+00,
       -1.8800133e+01,  9.3973665e+00, -1.6888020e+01,  8.8932323e+00,
       -7.8306637e+00,  8.6641426e+00, -1.9151083e+00, -4.2018948e+00,
        1.0611274e+00,  1.9659469e+00,  3.6715183e+00, -8.4954128e+00,
        6.3668075e+00,  1.3787502e+00, -6.4946465e+00,  4.1634450e+00,
       -7.1329341e+00,  4.0980229e+00,  3.7748742e-01,  1.3413807e+00,
       -9.4959182e-01,  2.2315502e+00,  1.4545782e+00,  7.6289992e+00,
        5.8149123e+00,  7.9248428e+00,  9.2157412e+00,  5.1163225e+00,
        8.2365427e+00,  4.8798923e+00,  1.1061089e+01,  1.2060184e+01],
      dtype=float32), 4, 'sad']"
1692,"[array([-3.9985831e+02,  7.4085541e+01, -9.7101269e+00, -1.3243339e+01,
       -1.9431717e+01,  5.7091413e+00, -2.3480793e+01,  1.4636035e+00,
       -2.0482458e+01,  2.5561254e+00, -1.4808120e+01,  6.7701869e+00,
       -1.7839512e+00,  7.8770962e+00, -2.1083744e+00, -1.7022669e+00,
       -4.6271119e+00, -2.0370498e+00, -6.7477350e+00, -1.3892374e+01,
       -2.8905752e+00,  5.5640330e+00,  2.1379740e+00,  1.7842064e+01,
        2.7731701e+01,  2.9119049e+01,  2.3669287e+01,  1.5046282e+01,
        1.6131619e+00,  2.1360724e+00,  5.4153638e+00,  6.0333209e+00,
        8.1369934e+00, -5.3759179e+00,  2.3883636e+00,  9.8001920e-03,
        2.3531017e+00,  5.5394430e+00,  3.6719736e-02, -2.4509778e+00],
      dtype=float32), 5, 'angry']"
1693,"[array([-4.6269162e+02,  9.5743752e+01,  2.7251451e+01,  9.1420822e+00,
       -4.3458714e+00,  9.6311426e+00, -1.0171742e+01,  5.6658739e-01,
       -1.8147594e+01,  1.7223476e+00, -8.2785692e+00, -4.5180202e-01,
       -3.3078685e+00,  2.4786446e+00, -4.7779007e+00,  1.8073224e+00,
       -5.4608021e+00,  3.6590972e+00, -1.1122333e+00, -2.2986639e+00,
        1.8424071e+00, -6.8406339e+00, -2.5764356e+00, -1.4964995e+00,
       -2.5429206e+00,  2.9387937e+00, -6.5049404e-01,  3.1992865e+00,
       -2.9350695e-01,  2.5809262e+00,  2.4309866e+00,  2.1355076e+00,
        3.5044572e+00,  2.7198415e+00,  7.2173228e+00,  1.1163512e+01,
        1.1211074e+01,  1.3481238e+01,  9.9298010e+00,  5.0873470e+00],
      dtype=float32), 7, 'disgust']"
1694,"[array([-4.6766910e+02,  7.5912979e+01,  1.0502921e+01, -8.7612143e+00,
       -8.5055923e+00,  8.3451643e+00, -1.7327303e+01,  5.5589547e+00,
       -2.6508186e+01,  4.3963723e+00, -2.1217905e+01, -4.0809803e+00,
       -6.1772399e+00,  5.2411418e+00, -8.8496418e+00,  5.7531281e+00,
       -6.3332524e+00,  9.3275137e+00,  1.3161105e+00,  3.3916953e+00,
        6.4665737e+00,  2.0571896e+01,  1.7449623e+01,  2.7010651e+01,
        2.5292820e+01,  1.5869428e+01,  6.4116664e+00,  3.9779658e+00,
       -2.8042930e-01,  2.7915857e+00,  6.4995998e-01, -7.0295399e-01,
       -1.6424173e+00, -4.3612418e+00,  4.8539252e+00,  3.7944870e+00,
       -2.8139212e+00, -1.1398126e+00, -1.7929916e+00,  5.3945237e-01],
      dtype=float32), 6, 'fearful']"
1695,"[array([-459.9395    ,  105.97015   ,   14.396724  ,   -8.6771555 ,
        -11.731114  ,    3.795936  ,  -18.787804  ,    2.9418707 ,
        -18.975533  ,    0.941297  ,  -17.043333  ,   -2.6856623 ,
         -4.8478475 ,    2.4718103 ,   -2.1685627 ,    5.743406  ,
         -1.4644849 ,   10.315536  ,    0.78991294,    4.10622   ,
          5.577702  ,    5.723527  ,   -0.88408285,    1.876841  ,
         -0.97251326,    3.2074974 ,    0.66058123,    6.3323593 ,
         -0.679519  ,    9.013989  ,    3.4373248 ,    2.3990538 ,
          5.894978  ,    1.9623611 ,    2.7124522 ,    5.4593673 ,
          3.437168  ,    4.9681125 ,    6.8150535 ,    7.7217593 ],
      dtype=float32), 3, 'happy']"
1696,"[array([-5.12460938e+02,  9.76964645e+01,  1.70725365e+01,  9.87668228e+00,
       -5.14591783e-02,  1.04230652e+01, -4.96797037e+00, -7.64387012e-01,
       -1.57550430e+01,  2.33367848e+00, -1.72103539e+01,  3.65445518e+00,
       -5.33145761e+00,  5.06124067e+00,  2.33860874e+00,  6.52531433e+00,
       -8.75727236e-01,  8.47136593e+00, -4.28797197e+00, -1.94417465e+00,
       -4.02667165e-01,  1.55387902e+00, -4.79845238e+00,  1.96207225e+00,
       -9.60447598e+00, -4.54673672e+00, -2.87840319e+00, -2.36894274e+00,
       -6.25454140e+00, -1.23596156e+00, -9.35384464e+00, -3.49558401e+00,
       -9.19282627e+00,  1.22585356e-01,  1.62488899e+01,  2.46848679e+01,
        3.75853539e+01,  3.61799850e+01,  2.64146805e+01,  1.18098774e+01],
      dtype=float32), 2, 'calm']"
1697,"[array([-4.7781595e+02,  1.0048398e+02,  9.6016617e+00, -3.1675014e+00,
       -8.3223543e+00,  8.2635221e+00, -2.1824450e+01, -6.8063313e-01,
       -2.2617517e+01, -1.3479692e-01, -8.5883303e+00, -2.4215097e+00,
       -1.0758926e+00, -1.4446796e+00, -3.6918533e+00, -1.1495147e+00,
       -1.1386092e+00,  7.1777320e+00,  6.3291621e+00,  1.0751730e+00,
        5.9886341e+00,  4.4191712e-01, -3.4673771e-01,  5.6132331e+00,
       -1.3670151e-01,  5.9462128e+00,  9.0360945e-01,  7.2272115e+00,
        3.9325225e+00,  3.6155262e+00,  1.0344490e+00, -1.9577886e+00,
        3.2157557e+00,  3.2491503e+00,  1.0233413e+01,  1.0906807e+01,
        1.4133582e+01,  1.3748232e+01,  9.5081625e+00,  4.8717995e+00],
      dtype=float32), 8, 'surprise']"
1698,"[array([-5.10070343e+02,  1.03111145e+02,  2.38725204e+01,  1.24608459e+01,
        4.74442911e+00,  1.33027201e+01, -5.37334919e+00, -6.60666943e+00,
       -1.59757528e+01,  5.53066444e+00, -1.45955143e+01,  2.69043589e+00,
       -9.63303185e+00,  5.99484396e+00, -1.02677202e+00,  3.90014470e-01,
        8.50726962e-01,  2.82750201e+00, -1.26883566e+00, -5.77062988e+00,
        9.67987895e-01, -4.38967943e+00, -2.91717935e+00,  1.25270581e+00,
       -5.74928808e+00,  4.18500423e-01, -1.21492183e+00,  4.32114792e+00,
        1.94730508e+00,  7.38167953e+00,  9.68899536e+00,  1.23783808e+01,
        6.88303661e+00,  5.94254208e+00,  8.52419662e+00,  6.70308065e+00,
        1.17975063e+01,  1.41763544e+01,  8.53449821e+00,  6.88889647e+00],
      dtype=float32), 4, 'sad']"
1699,"[array([-3.9823557e+02,  3.7086613e+01, -1.2881998e+01, -4.3080287e+00,
       -6.9430485e+00, -1.0507154e+00, -2.5114586e+01,  1.4718710e+00,
       -1.6981272e+01,  8.7850943e+00, -1.4181112e+01,  1.4777391e+01,
       -5.7258277e+00,  1.2143005e+01, -3.5069330e+00,  1.5548571e+00,
       -3.1826220e+00, -2.9484634e+00, -3.9299436e+00, -1.0529531e+01,
       -9.8206013e-01,  1.2821304e+01,  6.4237185e+00,  2.4872337e+01,
        2.5837852e+01,  2.1874321e+01,  1.5624696e+01,  9.6229496e+00,
        8.8433468e-01,  6.7488632e+00,  3.5484662e+00,  6.7687993e+00,
        8.5544777e+00, -2.3576648e+00,  1.2208785e+00,  1.6684153e+00,
        1.4629489e+00,  3.7946906e+00,  1.9055386e+00, -2.0509906e-01],
      dtype=float32), 5, 'angry']"
